Type / Creator / Imprint,,Subject,Series,Title,Relation,Creation Date,Modification Date,Edition,Uniform Title,Medium Type,Language,Open Access,Language Of Cataloging,ISBN,Record number,ISBN (13),ISSN,Collections,Availability,Availability (Network),,Orders,Peer Reviewed,Managed by,Requests,MMS ID,underReview,resultFromNetwork,Local Call Number,Other Classification Number,Handle Identifier
"Book {Book - Physical} By Peabody, Josephine Preston, (Boston, Houghton, Mifflin, 1901.)",,"Marlowe, Christopher,--1564-1593. ",,Marlowe. A drama in five acts. By Josephine Preston Peabody.,,08/08/2022 14:47:14 ,01/28/2023 22:47:05 ,,,,English,,,,82804;(Mills)ocm02361611;(MillsTIND)62360,,,,,,,0,,,0,9952167120001401,,,812 P352m ,,
"Book {Book - Physical} By Phelps, William Lyon, (New York, The Macmillan Company, 1914.)",,Literature. ,,"Essays on books, by William Lyon Phelps ...",,08/08/2022 14:47:13 ,01/28/2023 22:51:47 ,,,,English,,,,82759;(Mills)ocm00414392;(MillsTIND)62252,,,,,,,0,,,0,9952167119701401,,,814 P541e ,,
"Book {Book - Physical} By Stewart, Charles D. (Boston, Little, Brown, and company, 1935.)",,,,"Fellow creatures, by Charles D. Stewart.",,08/08/2022 14:47:14 ,01/28/2023 22:58:19 ,,,,English,,,,82809;(Mills)ocm01457292;(MillsTIND)62373,,,,,,,0,,,0,9952167117301401,,,814 S849f ,,
"Book {Book - Physical} By Repplier, Agnes, (Boston, New York, Houghton, Mifflin and company, 1904.)",,,,"Compromises, by Agnes Repplier.",,08/08/2022 14:47:14 ,01/28/2023 22:56:06 ,,,,English,,,,82768;(Mills)ocm01844986;(MillsTIND)62274,,,,,,,0,,,0,9952167115901401,,,814 R425c ,,
"Book {Book - Physical} By Repplier, Agnes, (Boston New York Houghton Mifflin Company, 1916)",,,,"Counter-currents, by Agnes Repplier, LITT. D.",,08/08/2022 14:47:14 ,01/28/2023 22:56:08 ,,,,English,,,,82770;(Mills)ocm01488731;(MillsTIND)62277,,,,,,,0,,,0,9952167115301401,,,814 R425co ,,
"Book {Book - Physical} By Repplier, Agnes, (Boston, Houghton Mifflin, 1937.)",,,,"Eight decades; essays and episodes, by Agnes Repplier.",,08/08/2022 14:47:14 ,01/28/2023 22:54:01 ,,,,English,,,,82772;(Mills)ocm01081868;(MillsTIND)62282,,,,,,,0,,,0,9952167114401401,,,814 R425e ,,
"Book {Book - Physical} By Repplier, Agnes, (Boston New York, Houghton, Mifflin and Company, 1894.)",,,,"In the dozy hours, and other papers, by Agnes Repplier.",,08/08/2022 14:47:14 ,01/28/2023 22:58:20 ,,,,English,,,,82773;(Mills)ocm01736653;(MillsTIND)62284,,,,,,,0,,,0,9952167114001401,,,814 R425i ,,
"Book {Book - Physical} By Wilde, Percival, (New York, H Holt, 1915.)",,,,"Dawn, with The noble lord, The traitor, A house of cards, Playing with fire, The finger of God; one-act plays of life to-day, by Percival Wilde.",,08/08/2022 14:47:15 ,01/28/2023 22:51:48 ,,,,English,,,,82875;(Mills)ocm01382757;(MillsTIND)62557,,,,,,,0,,,0,9952167111701401,,,812 W672d ,,
"Book {Book - Physical} By Payne, John Howard, (Princeton, N.J., Princeton University Press, 1940.)",,,"America's lost plays (Princeton, N.J.) ; 6.","The last duel in Spain, & other plays by John Howard Payne, edited by Codman Hislop and W.R. Richardson.",,08/08/2022 14:47:15 ,01/28/2023 22:49:29 ,,,,English,,,,82880;(Mills)ocm00744541;(MillsTIND)62573,,,,,,,0,,,0,9952167110101401,,,812 P346L ,,
"Book {Book - Physical} By Howells, William Dean, (New York, London, Harper & brothers, 1902.)",,,,Literature and life; studies by W. D. Howells...,,08/08/2022 14:47:19 ,01/28/2023 22:44:13 ,,,,English,,,,82667;(Mills)ocm00647036;(MillsTIND)61988,,,,,,,0,,,0,9952167107401401,,,814 H859L ,,
"Book {Book - Physical} By Krutch, Joseph Wood, (New York, W Sloane Associates, 1964.)",,,,If you don't mind my saying so ... Essays on man and nature. Foreword by John M. Hutchens.,,08/08/2022 14:47:19 ,01/28/2023 22:41:46 ,,,,English,,,,82678;(Mills)ocm00369146;(MillsTIND)62018,,,,,,,0,,,0,9952167104401401,,,814 K94i ,,
"Book {Book - Physical} By English Institute. (New York, Columbia University Press, 1964.)",,Drama. ,,Ideas in the drama; selected papers from the English Institute. Edited with a foreword by John Gassner.,,08/08/2022 14:47:19 ,01/28/2023 22:44:13 ,,,,English,,,,20822;(Mills)RLINCMCG84-B2032;(MillsTIND)62034,,,,,,,0,,,0,9952167102801401,,,809.2 E58i ,,
"Book {Book - Physical} By Miller, Perry, (New York, Rinehart [1954])",,American essays.   United States--Civilization. ,Rinehart editions ; 70,American thought: Civil War to World War I.,,08/08/2022 14:47:20 ,01/28/2023 22:49:29 ,,,,English,,,,82690;(Mills)ocm00733038;(MillsTIND)62050,,,,,,,0,,,0,9952167101301401,,,814 M649a ,,
"Book {Book - Physical} By Erskine, John, (Indianapolis, The Bobbs-Merrill Company [c1928])",,English literature. ,,"The delight of great books, by John Erskine.",,08/08/2022 14:47:29 ,01/28/2023 22:44:13 ,,,,English,,,,82919;(Mills)ocm00758468;(MillsTIND)62708,,,,,,,0,,,0,9952167096901401,,,820.4 E73d ,,
"Book {Book - Physical} By Fitch, George Hamlin, (San Francisco, P Elder and Company [c1912])",,English literature--19th century--History and criticism. ,,"Modern English books of power, by George Hamlin Fitch ...",,08/08/2022 14:47:29 ,01/28/2023 22:41:47 ,,,,English,,,,82920;(Mills)ocm00234322;(MillsTIND)62712,,,,,,,0,,,0,9952167096501401,,,820.4 F544m ,,
"Book {Book - Physical} By Glover, T. R. (London, Methuen [1915])",,English literature--History and criticism. ,,"Poets and Puritans, by T. R. Glover.",,08/08/2022 14:47:29 ,01/28/2023 22:54:03 ,,,,English,,,,82924;(Mills)ocm02117435;(MillsTIND)62727,,,,,,,0,,,0,9952167095201401,,,820.4 G566p3 ,,
"Book {Book - Physical} By Goldmark, Ruth Ingersoll, (New York, Columbia university press, 1918.)",,"Jonson, Ben,--1573?-1637.   Landor, Walter Savage,--1775-1864.   Arnold, Matthew,--1822-1888.  and others",Columbia University studies in English and comparative literature,"Studies in the influence of the classics on English literature, by Ruth Ingersoll Goldmark.",,08/08/2022 14:47:29 ,01/28/2023 22:49:31 ,,,,English,,,,82925;(Mills)ocm01590942;(MillsTIND)62731,,,,,,,0,,,0,9952167094801401,,,820.4 G619s ,,
"Book {Book - Physical} By Gosse, Edmund, (London, Heinemann [c1912])",,"Snoilsky, Carl,--1841-1903.   Vogüé, Eugène-Melchior,--vicomte de,--1848-1910.   Gide, André,--1869-1951.  and others",,"Portraits and sketches, by Edmund Gosse.",,08/08/2022 14:47:29 ,01/28/2023 22:41:47 ,,,,English,,,,82927;(Mills)ocm01700757;(MillsTIND)62739,,,,,,,0,,,0,9952167094001401,,,820.4 G678p ,,
"Book {Book - Physical} By Van Dyke, Henry, (New York, C Scribner's sons, 1921.)",,,,"Camp-fires and guide-posts; a book of essays and excursions, by Henry Van Dyke ...",,08/08/2022 14:47:35 ,01/28/2023 22:36:32 ,,,,English,,,,82821;(Mills)ocm01406397;(MillsTIND)62404,,,,,,,0,,,0,9952167091701401,,,814 V248c ,,
"Book {Book - Physical} By Van Dyke, Henry, (New York, C Scribner's Sons, 1907.)",,,,"Days off, and other digressions, by Henry Van Dyke ...",,08/08/2022 14:47:35 ,01/28/2023 22:54:02 ,,,,English,,,,82823;(Mills)ocm05983639;(MillsTIND)62410,,,,,,,0,,,0,9952167091101401,,,814 V248d ,,
"Book {Book - Physical} By Raymond, George Lansing, (New York, London, G P Putnam's sons, 1909.)",,"Dante Alighieri,--1265-1321--In literature. ",,"Dante and collected verse, by George Lansing Raymond.",,08/08/2022 14:47:34 ,01/28/2023 22:56:05 ,,,,English,,,,82824;(Mills)ocm01027273;(MillsTIND)62413,,,,,,,0,,,0,9952167090801401,,,812 R269d ,,
"Book {Book - Physical} By Van Dyke, Henry, (New York Scribner's, 1905, t.p. 1906.)",,,,Essays in application / by Henry Van Dyke.,,08/08/2022 14:47:35 ,01/28/2023 22:56:08 ,,,,English,,,,82825;(Mills)ocm02728824;(MillsTIND)62416,,,,,,,0,,,0,9952167090501401,,,814 V248e ,,
"Book {Book - Physical} By Reid, Edith Gittings, (New York, The Macmillan Company, 1922.)",,"Nightingale, Florence,--1820-1910--Drama. ",,"Florence Nightingale; a drama, by Edith Gittings Reid.",,08/08/2022 14:47:34 ,01/28/2023 22:56:04 ,,,,English,,,,82826;(Mills)ocm01029365;(MillsTIND)62418,,,,,,,0,,,0,9952167090401401,,,812 R354f ,,
"Book {Book - Physical} By Van Dyke, Henry, (New York, C Scribner's Sons, 1905.)",,Baccalaureate addresses. ,,"The school of life, by Henry van Dyke.",,08/08/2022 14:47:35 ,01/28/2023 22:41:48 ,,,,English,,,,82830;(Mills)ocm00551599;(MillsTIND)62429,,,,,,,0,,,0,9952167089301401,,,814 V248s ,,
"Book {Book - Physical} By Warner, Charles Dudley, (New York : Harper & brothers, 1892 [1891])",,,,"As we were saying : / by Chas. Dudley Warner, with illustrationsby Harry Whitney McVickar, and others.",,08/08/2022 14:47:34 ,01/28/2023 22:44:12 ,,,,English,,,,82832;(Mills)ocm03732315;(MillsTIND)62435,,,,,,,0,,,0,9952167088701401,,,814 W279a ,,
"Book {Book - Physical} By Wood, Charles Erskine Scott, (New York, Vanguard Press, The New Masses [c1927])",,,,"Heavenly discourse, by Charles Erskine Scott Wood, with drawings by Art Young, frontispiece by Hugo Gellert.",,08/08/2022 14:47:37 ,01/28/2023 22:44:15 ,,,,English,,,,83188;(Mills)ocm00290872;(MillsTIND)63434,,,,,,,0,,,0,9952167085501401,,,817 W874h ,,
"Book {Book - Physical} By Blair, Walter, (Chicago, Ill., University of Chicago press [1942])",,American wit and humor--History and criticism. ,,"Horse sense in American humor, from Benjamin Franklin to Ogden Nash, by Walter Blair.",,08/08/2022 14:47:36 ,01/28/2023 22:49:31 ,,,,English,,,,83190;(Mills)ocm02429386;(MillsTIND)63438,,,,,,,0,,,0,9952167085101401,,,817.09 B635h ,,
"Book {Book - Physical} By Holliday, Carl, (New York, F Ungar Pub Co [1960])",,"American wit and humor--History and criticism.   American literature--Colonial period, ca. 1600-1775.   American literature--Revolutionary period, 1775-1783. ",American classics.,The wit and humor of colonial days.,,08/08/2022 14:47:37 ,01/28/2023 22:51:50 ,,,,English,,,,83191;(Mills)ocm00269988;(MillsTIND)63441,,,,,,,0,,,0,9952167084801401,,,817.09 H739w ,,
"Book {Book - Physical} By Rourke, Constance, (New York : Harcourt, Brace and Company, c1931.)",,"American wit and humor--History and criticism.   National characteristics, American.   American literature--History and criticism. ",,American humor : a study of the national character / by Constance Rourke.,,08/08/2022 14:47:36 ,01/28/2023 22:41:49 ,,,,English,,,,83193;(Mills)ocm00188702;(MillsTIND)63446,,,,,,,0,,,0,9952167084401401,,,817.09 R862a ,,
"Book {Book - Physical} By Yates, Norris Wilson. (Ames, Iowa State University Press [1964])",,American wit and humor--20th century--History and criticism. ,,The American humorist: conscience of the twentieth century.,,08/08/2022 14:47:35 ,01/28/2023 22:56:04 ,,,,English,,,,83194;(Mills)ocm00252705;(MillsTIND)63449,,,,,,,0,,,0,9952167084101401,,,817.09 Y33a ,,
"Book {Book - Physical} By Eliot, Charles William, (Boston : Atlantic Monthly Press, c1924.)",,"Eliot, Charles William,--1834-1926. ",,A late harvest : miscellaneous papers written between eighty and ninety / by Charles W. Eliot.,,08/08/2022 14:47:42 ,01/28/2023 22:41:46 ,[1st ed.],,,English,,,,83242;(Mills)ocm02034384;(MillsTIND)63578,,,,,,,0,,,0,9952167081501401,,,818 E415L ,,
"Book {Book - Physical} By Bryant, William Cullen, (New York, American Book Co [1935])",,,American writers series (American Book Co.),"Representative selections, with introduction, bibliography, and notes, by Tremaine McDowell.",,08/08/2022 14:47:49 ,01/28/2023 22:47:04 ,,,,English,,,,83220;(Mills)ocm00684534;(MillsTIND)63519,,,,,,,0,,,0,9952167077301401,,,818 B915Am ,,
"Book {Book - Physical} By Cooper, James Fenimore, (New York, American Book Co [c1936])",,,American writers series (American Book Co.),"Representative selections, with introd., bibliography, and notes, by Robert E. Spiller.",,08/08/2022 14:47:50 ,01/28/2023 22:58:22 ,,,,English,,,,83226;(Mills)ocm00792609;(MillsTIND)63534,,,,,,,0,,,0,9952167074901401,,,818 C777As ,,
"Book {Book - Physical} By Day, Clarence, (New York, London, A A Knopf, 1928.)",,,,"Thoughts without words, by Clarence Day.",,08/08/2022 14:47:49 ,01/28/2023 22:39:08 ,,,,English,,,,83106;(Mills)ocm00491159;(MillsTIND)63218,,,,,,,0,,,0,9952167074801401,,,817 D273th ,,
"Book {Book - Physical} By Cowley, Malcolm, (Carbondale, Southern Illinois University Press [1967])",,,,"Think back on us; a contemporary chronicle of the 1930's. Edited, with an introd., by Henry Dan Piper.",,08/08/2022 14:47:49 ,01/28/2023 22:58:21 ,,,,English,,,,83228;(Mills)ocm00282492;(MillsTIND)63538,,,,,,,0,,,0,9952167074201401,,,818 C875t ,,
"Book {Book - Physical} By Dolbier, Maurice. (New York, Knopf, 1955.)",,,,Nowhere near Everest. Illustrated by Virgil F. Partch.,,08/08/2022 14:47:49 ,01/28/2023 22:56:04 ,[1st ed.],,,English,,,,83110;(Mills)ocm01488108;(MillsTIND)63228,,,,,,,0,,,0,9952167072701401,,,817 D661n ,,
"Book {Book - Physical} By Dunne, Finley Peter, (New York, R H Russell, 1901.)",,,,Mr. Dooley's opinions.,,08/08/2022 14:47:50 ,01/28/2023 22:59:11 ,,,,English,,,,83112;(Mills)ocm01278715;(MillsTIND)63233,,,,,,,0,,,0,9952167071701401,,,817 D923op ,,
"Book {Book - Physical} By Dunne, Finley Peter, (Boston : Small, Maynard & Company, 1899.)",,,,Mr. Dooley in peace and in war.,,08/08/2022 14:47:50 ,01/28/2023 22:39:11 ,,,,English,,,,83113;(Mills)ocm03600491;(MillsTIND)63236,,,,,,,0,,,0,9952167071301401,,,817 D923p ,,
"Book {Book - Physical} By Day, Clarence, (New York, A A Knopf, 1932.)",,,,"God and my father, by Clarence Day.",,08/08/2022 14:47:48 ,01/28/2023 22:51:47 ,,,,English,,,,83236;(Mills)ocm00531704;(MillsTIND)63560,,,,,,,0,,,0,9952167069701401,,,818 D273g ,,
"Book {Book - Physical} By Woodberry, George Edward, (New York, Harcourt, Brace and Howe, 1920.)",,"Phillips, Wendell,--1811-1884.   Democracy.   Poetry.  and others",,"Heart of man, and other papers.",,08/08/2022 14:47:59 ,01/28/2023 22:32:49 ,,,,English,,,0836925254 ,83023;(Mills)ocm00617348;(MillsTIND)62994,9780836925258 ,,,,,,0,,,0,9952167063801401,,,814 W881h ,,
"Book {Book - Physical} (Boston, The Atlantic Monthly Press, inc [c1918])",,American essays. ,,Atlantic classics. Second series.,,08/08/2022 14:47:57 ,01/28/2023 22:39:09 ,,Atlantic monthly.,,English,,,,83025;(Mills)ocm01484750;(MillsTIND)63000,,,,,,,0,,,0,9952167063201401,,,814.08 A881a2 ,,
"Book {Book - Physical} By McCullough, Bruce, (New York, Scribner [c1926])",,English essays.   American essays. ,,"A book of modern essays, ed. by Bruce Welker McCullough and Edwin Berry Burgum.",,08/08/2022 14:48:02 ,01/28/2023 22:56:08 ,,,,English,,,,83028;(Mills)ocm01082138;(MillsTIND)63009,,,,,,,0,,,0,9952167062301401,,,814.08 M133b ,,
"Book {Book - Physical} By Matthews, Brander, (New York, Oxford University Press, 1914.)",,American essays. ,,"The Oxford book of American essays, chosen by Brander Matthews.",,08/08/2022 14:48:01 ,01/28/2023 22:32:46 ,,,,English,,,,83029;(Mills)ocm00921145;(MillsTIND)63011,,,,,,,0,,,0,9952167062101401,,,814.08 O98 ,,
"Book {Book - Physical} By Depew, Chauncey M. ([n.p., 1914?])",,Oratory. ,,"Speeches and addresses on the threshold of eighty, by Chauncey M. Depew.",,08/08/2022 14:48:01 ,01/28/2023 22:58:18 ,,,,English,,,,83033;(Mills)ocm02697132;(MillsTIND)63022,,,,,,,0,,,0,9952167061001401,,,815 D419s ,,
"Book {Book - Physical} By Depew, Chauncey M. (New York, 1918.)",,,,"Speeches and literary contributions at fourscore and four, by Chauncey M. Depew.",,08/08/2022 14:48:02 ,01/28/2023 22:36:32 ,,,,English,,,,83034;(Mills)ocm00664562;(MillsTIND)63025,,,,,,,0,,,0,9952167060701401,,,815 D419sp ,,
"Book {Book - Physical} By MacLeish, Archibald, (Boston, Houghton Mifflin company, 1943.)",,"World War, 1939-1945. ",,A time to act; selected addresses.,,08/08/2022 14:48:02 ,01/28/2023 22:32:48 ,,,,English,,,,83040;(Mills)ocm02747937;(MillsTIND)63041,,,,,,,0,,,0,9952167059201401,,,815 M163t ,,
"Book {Book - Physical} By Adams, Henry, (Boston, New York, Houghton Mifflin Company, 1920.)",,,,"Letters to a niece and Prayer to the Virgin of Chartres, by Henry Adams, with A niece's memories by Mabel La Farge.",,08/08/2022 14:48:02 ,01/28/2023 22:32:49 ,,,,English,,,,83046;(Mills)ocm00420711;(MillsTIND)63057,,,,,,,0,,,0,9952167057701401,,,816 A213L ,,
"Book {Book - Physical} By Ford, Corey, (Garden City, N.Y., Doubleday, 1950.)",,,,"How to guess your age. Illustrated by Gluyas Williams, introd. by Edward Streeter.",,08/08/2022 14:48:02 ,01/28/2023 22:58:19 ,[1st ed.],,,English,,,,83124;(Mills)ocm00627037;(MillsTIND)63271,,,,,,,0,,,0,9952167056401401,,,817 F699h ,,
"Book {Book - Physical} By Hoppe, Arthur Watterson. (Garden City, N.Y., Doubleday, 1968.)",,"Civilization, Modern--1950---Humor.   United States--Civilization--1945---Humor. ",,"The perfect solution to absolutely everything, by Arthur Hoppe. Edited by William German.",,08/08/2022 14:48:09 ,01/28/2023 22:49:33 ,[1st ed.],,,English,,,,83137;(Mills)ocm00449461;(MillsTIND)63316,,,,,,,0,,,0,9952167054201401,,,817 H798p ,,
"Book {Book - Physical} By Davis, David Brion. (Ithaca, N.Y., Cornell University Press [1957])",,Homicide in literature.   American fiction--19th century--History and criticism. ,,"Homicide in American fiction, 1798-1860; a study in social values.",,08/08/2022 14:46:40 ,01/28/2023 22:56:08 ,,,,English,,,,82289;(Mills)ocm00269739;(MillsTIND)61117,,,,,,,0,,,0,9952167052301401,,,813.09 D261h ,,
"Book {Book - Physical} By Eisinger, Chester E. (Chicago, University of Chicago Press [1963])",,American fiction--20th century--History and criticism. ,,Fiction of the forties.,,08/08/2022 14:46:39 ,01/28/2023 22:47:05 ,,,,English,,,,82290;(Mills)ocm00167528;(MillsTIND)61120,,,,,,,0,,,0,9952167052001401,,,813.09 E36f ,,
"Book {Book - Physical} By Gerould, Katharine Fullerton, (New York, C Scribner's Sons, 1920.)",,,,"Modes and morals, by Katharine Fullerton Gerould.",,08/08/2022 14:46:41 ,01/28/2023 22:51:48 ,,,,English,,,,82632;(Mills)ocm00549537;(MillsTIND)61919,,,,,,,0,,,0,9952167047601401,,,814 G377m ,,
"Book {Book - Physical} By Bishop, John Peale, (New York, C Scribner's Sons, 1948.)",,,,The collected essays of John Peale Bishop; ed. with an introd. by Edmund Wilson.,,08/08/2022 14:46:44 ,01/28/2023 22:47:05 ,,,,English,,,,82443;(Mills)ocm06417415;(MillsTIND)61500,,,,,,,0,,,0,9952167044401401,,,814 B622Aw ,,
"Book {Book - Physical} By MacKaye, Percy, (New York, London, The Macmillan company 1907.)",,,,"Sappho and Phaon; a tragedy, set forth with a prologue, induction, prelude, interludes, and epilogue, by Percy MacKaye.",,08/08/2022 14:46:50 ,01/28/2023 22:58:20 ,,,,English,,,,82652;(Mills)ocm02671727;(MillsTIND)61954,,,,,,,0,,,0,9952167034201401,,,812 M1532sa ,,
"Book {Book - Physical} By Field, Rachel, (New York, C Scribner's Sons, 1927.)",,,,"The cross-stitch heart, and other plays ... by Rachel Field ...",,08/08/2022 14:46:57 ,01/28/2023 22:49:32 ,,,,English,,,,82533;(Mills)ocm01595064;(MillsTIND)61706,,,,,,,0,,,0,9952167023801401,,,812 F455c ,,
"Book {Book - Physical} By Repplier, Agnes, (Boston, New York, Houghton, Mifflin and Company, 1891.)",,Literature. ,,"Points of view, by Agnes Repplier.",,08/08/2022 14:46:58 ,01/28/2023 22:32:45 ,,,,English,,,,82778;(Mills)ocm03743746;(MillsTIND)62297,,,,,,,0,,,0,9952167020701401,,,814 R425pv ,,
