Type / Creator / Imprint,,Subject,Series,Title,Relation,Creation Date,Modification Date,Edition,Uniform Title,Medium Type,Language,Open Access,Language Of Cataloging,ISBN,Record number,ISBN (13),ISSN,Collections,Availability,Availability (Network),,Orders,Peer Reviewed,Managed by,Requests,MMS ID,underReview,resultFromNetwork,Local Call Number,Other Classification Number,Handle Identifier
"Book {Book - Physical} By Sargent, Shirley. (Los Angeles, Trans-Anglo Books [1966])",,Women--California--Yosemite Valley--Biography.   Yosemite Valley (Calif.) ,,"Pioneers in petticoats; Yosemite's early women, 1856-1900. Book design by Hank Johnston.",,08/08/2022 20:07:01 ,01/28/2023 22:44:12 ,[1st ed.],,,English,,,,110093;(Mills)ocm00885645;(MillsTIND)132303,,,,,,,0,,,0,9952173686501401,,,917.9447 S245p ,,
"Book {Book - Physical} By Thompson, Harold William, (Philadelphia, New York [etc.] J B Lippincott company, 1940.)",,"Legends--New York (State)   Folk songs, English--New York (State)   Folk songs, English--United States.  and others",,"Body, boots & britches.",,08/08/2022 20:07:01 ,01/28/2023 22:49:30 ,,,,English,,,,110097;(Mills)ocm01078177;(MillsTIND)132311,,,,,,,0,,,0,9952173685801401,,,917.47 T472b ,,
"Book {Book - Physical} By Austin, Mary, (Boston and New York, Houghton Mifflin, 1906.)",,Sheep--California--San Joaquin Valley.   San Joaquin Valley (Calif.) ,,"The flock, by Mary Austin. Illustrated by E. Boyd Smith.",,08/08/2022 20:07:02 ,01/28/2023 22:47:07 ,,,,English,,,,110102;(Mills)ocm02555575;(MillsTIND)132324,,,,,,,0,,,0,9952173684501401,,,917.9455 A937f ,,
"Book {Book - Physical} By Brown, Henry Collins, (New York, EP Dutton & Co, inc, 1935.)",,New York (N.Y.)--History--1865-1898.   New York (N.Y.)--Social life and customs.   New York (N.Y.)--Description and travel. ,,"Brownstone fronts and Saratoga trunks, by Henry Collins Brown ... illustrated by old prints and photographs.",,08/08/2022 20:07:02 ,01/28/2023 22:54:03 ,1st ed.,,,English,,,,110107;(Mills)ocm00764528;(MillsTIND)132337,,,,,,,0,,,0,9952173683301401,,,917.471 B878b ,,
"Book {Book - Physical} By Ford, Ford Madox, (New York, A & C Boni, 1927.)",,New York (N.Y.)--Description and travel.   United States--Description and travel. ,,"New York is not America, being a mirror to the states, by Ford Madox Ford ...",,08/08/2022 20:07:01 ,01/28/2023 22:56:05 ,,,,English,,,,110114;(Mills)ocm00777260;(MillsTIND)132356,,,,,,,0,,,0,9952173682001401,,,917.471 F699n ,,
"Book {Book - Physical} By Carmer, Carl Lamson, (New York, Rinehart [c1955])",,Susquehanna River.   Susquehanna River Valley. ,Rivers of America,The Susquehanna. Illustrated by Stow Wengenroth.,,08/08/2022 20:07:14 ,01/28/2023 22:49:33 ,,,,English,,,,110137;(Mills)ocm01251528;(MillsTIND)132412,,,,,,,0,,,0,9952173681401401,,,917.48 C287s ,,
"Book {Book - Physical} By Warner, James A. (New York, Grossman, 1970.)",,Mennonites--Pennsylvania--Pictorial works.   Lancaster County (Pa.)--Social life and customs--Pictorial works. ,,The quiet land [by] James A. Warner.,,08/08/2022 20:07:13 ,01/28/2023 22:32:47 ,,,,English,,,,110140;(Mills)ocm00164920;(MillsTIND)132418,,,,,,,0,,,0,9952173680801401,,,917.4815 W282q ,,
"Book {Book - Physical} By Greater Pittsburgh Chamber of Commerce. ([Pittsburgh, Printed by the Robert L Forsythe Co, 1928])",,Industries--Pennsylvania--Pittsburgh.   Pittsburgh (Pa.) ,,"Pittsburgh and the Pittsburgh spirit; addresses at the Chamber of Commerce of Pittsburgh, 1927-1928.",,08/08/2022 20:07:13 ,01/28/2023 22:49:31 ,,,,English,,,,110144;(Mills)ocm01486665;(MillsTIND)132425,,,,,,,0,,,0,9952173680101401,,,917.488 P692p ,,
"Book {Book - Physical} By Federal Writers' Project of the Works Progress Administration for the State of New Jersey. (New York, The Viking Press, 1939.)",,Automobile travel--Guidebooks.   New Jersey--Guidebooks. ,American guide series.,"New Jersey, a guide to its present and past; compiled and written by the Federal Writers' Project of the Works Progress Administration for the State of New Jersey ... Sponsored by the Public Library of Newark and the New Jersey Guild Associates.",,08/08/2022 20:07:14 ,01/28/2023 22:39:11 ,,,,English,,,,110148;(Mills)ocm00813613;(MillsTIND)132435,,,,,,,0,,,0,9952173679101401,,,917.49 F293n ,,
"Book {Book - Physical} By Gilliam, Harold. (Garden City, N.Y., Doubleday, 1957.)",,San Francisco Bay (Calif.)   San Francisco Bay Area (Calif.) ,,San Francisco Bay.,,08/08/2022 20:07:14 ,01/28/2023 22:32:49 ,[1st ed.],,,English,,,,110149;(Mills)ocm01335225;(MillsTIND)132438,,,,,,,0,,,0,9952173678801401,,,917.946 G481s ,,
"Book {Book - Physical} By Avary, Myrta Lockett. (Boston, Houghton Mifflin Company [c1937])",,"Reconstruction (U.S. history, 1865-1877)   Southern States--Social conditions. ",,"Dixie after the war, by Myrta Lockett Avary ... with an introduction by General Clement A. Evans; illustrated from old paintings, daguerreotypes and rare photographs.",,08/08/2022 20:07:13 ,01/28/2023 22:41:45 ,,,,English,,,,110150;(Mills)ocm01321121;(MillsTIND)132441,,,,,,,0,,,0,9952173678501401,,,917.5 A946d2 ,,
"Book {Book - Physical} By Jacobson, Pauline, (Berkeley and Los Angeles, University of California press, 1941.)",,San Francisco (Calif.)--Social life and customs. ,,City of the golden 'fifties [by] Pauline Jacobson.,,08/08/2022 20:07:13 ,01/28/2023 22:51:48 ,,,,English,,,,110156;(Mills)ocm01710762;(MillsTIND)132456,,,,,,,0,,,0,9952173677001401,,,917.946 J17c ,,
"Book {Book - Physical} By Hemstreet, Charles, (New York, Charles Scribner's sons, 1899.)",,Historic buildings--New York (State)--New York.   New York (N.Y.)--Description and travel. ,,"Nooks & corners of old New York, by Charles Hemstreet; illustrated by E. C. Peixotto.",,08/08/2022 20:07:29 ,01/28/2023 22:56:06 ,,,,English,,,,110118;(Mills)ocm01832044;(MillsTIND)132367,,,,,,,0,,,0,9952173675901401,,,917.471 H492n ,,
"Book {Book - Physical} By Henderson, Helen W. (New York, Doran [c1917])",,"Art--New York (State)--New York.   Art, Municipal--New York (State)--New York.   New York (N.Y.)--Description and travel. ",,"A loiterer in New York; discoveries made by a rambler through obvious yet unsought highways and byways, by Helen W. Henderson. With a preface by Paul W. Bartlett.",,08/08/2022 20:07:29 ,01/28/2023 22:41:49 ,,,,English,,,,110120;(Mills)ocm00743915;(MillsTIND)132373,,,,,,,0,,,0,9952173675301401,,,917.471 H496L ,,
"Book {Book - Physical} By Hindus, Milton. (Philadelphia, Jewish Publication Society of America, 1969.)",,Jews--New York (State)--New York. ,,"The old East Side, an anthology. Edited and with an introd. by Milton Hindus.",,08/08/2022 20:07:28 ,01/28/2023 22:58:19 ,[1st ed.],,,English,,,,110122;(Mills)ocm00013109;(MillsTIND)132378,,,,,,,0,,,0,9952173674801401,,,917.471 H662o ,,
"Book {Book - Physical} By Irwin, Will, (New York, Century Co [1927])",,New York (N.Y.)--Description and travel. ,,"Highlights of Manhattan, by Will Irwin; illustrated by E. H. Suydam.",,08/08/2022 20:07:29 ,01/28/2023 22:51:50 ,,,,English,,,,110124;(Mills)ocm02513562;(MillsTIND)132384,,,,,,,0,,,0,9952173674201401,,,917.471 I72h ,,
"Book {Book - Physical} By Kouwenhoven, John Atlee, (Garden City, N. Y., Doubleday, 1953.)",,New York (N.Y.)--Pictorial works.   New York (N.Y.)--History--Pictorial works. ,,The Columbia historical portrait of New York; an essay in graphic history in honor of the tricentennial of New York City and the bicentennial of Columbia University. With a foreword by Grayson L. Kirk.,,08/08/2022 20:07:29 ,01/28/2023 22:58:21 ,[1st ed.],,,English,,,,110126;(Mills)ocm01558776;(MillsTIND)132389,,,,,,,0,,,0,9952173673701401,,,917.471 K88c ,,
"Book {Book - Physical} By Morand, Paul, ([Paris] E Flammarion [c1930])",,New York (N.Y.)--Description and travel. ,,New-York.,,08/08/2022 20:07:28 ,01/28/2023 22:51:46 ,,,,French,,,,110128;(Mills)ocm02313272;(MillsTIND)132393,,,,,,,0,,,0,9952173673101401,,,917.471 M829n ,,
"Book {Book - Physical} By Pritchett, V. S. (New York, Harcourt, Brace & World [1965])",,New York (N.Y.)--Description and travel.   New York (N.Y.)--History. ,,New York proclaimed [by] V.S. Pritchett. Photos. by Evelyn Hofer.,,08/08/2022 20:07:29 ,01/28/2023 22:54:01 ,[1st American ed.],,,English,,,,110130;(Mills)ocm01141667;(MillsTIND)132396,,,,,,,0,,,0,9952173672501401,,,917.471 P961n ,,
"Book {Book - Physical} By Federal Writers' Project (N.Y.) (Rochester, N. Y., Scrantom's, 1937.)",,Rochester (N.Y.)--History.   Rochester (N.Y.)--Guidebooks.   Monroe County (N.Y.)  and others,American guide series.,"Rochester and Monroe County [by] Federal Writers' Project, Works Progress Administration, State of New York; sponsored by the city of Rochester and the Genesee book club.",,08/08/2022 20:07:29 ,01/28/2023 22:47:05 ,,,,English,,,,110136;(Mills)ocm04109387;(MillsTIND)132410,,,,,,,0,,,0,9952173669801401,,,917.478 F293r ,,
"Book {Book - Physical} By Twelve Southerners. (New York, London, Harper, 1930.)",,Southern States.   Southern States--Social conditions.   Southern States--Economic conditions. ,,"I'll take my stand; The South and the agrarian tradition, by twelve southerners.",,08/08/2022 20:08:02 ,01/28/2023 22:58:19 ,1st ed.,,,English,,,,110165;(Mills)ocm01497304;(MillsTIND)132480,,,,,,,0,,,0,9952173664801401,,,917.5 I29 ,,
"Book {Book - Physical} By Leiserson, Avery, (New York, Praeger [1964])",,Southern States. ,,The American South in the 1960's. With an introd. by Alexander Heard.,,08/08/2022 20:08:02 ,01/28/2023 22:51:47 ,,,,English,,,,110167;(Mills)ocm00288828;(MillsTIND)132486,,,,,,,0,,,0,9952173664201401,,,917.5 L532a ,,
"Book {Book - Physical} By Thomas, Jean, (New York, Duell, Sloan & Pearce [1942])",,Appalachians (People)   Blue Ridge Mountains. ,American folkways.,"Blue Ridge country, by Jean Thomas.",,08/08/2022 20:08:03 ,01/28/2023 22:54:00 ,,,,English,,,,110182;(Mills)ocm01338102;(MillsTIND)132528,,,,,,,0,,,0,9952173660101401,,,917.5 T458b ,,
"Book {Book - Physical} By Weller, Jack E. ([Lexington] University of Kentucky Press [1965])",,Appalachians (People)   Appalachian Region--Social conditions. ,,"Yesterday's people; life in contemporary Appalachia, by Jack E. Weller.",,08/08/2022 20:08:03 ,01/28/2023 22:36:28 ,,,,English,,,,110190;(Mills)ocm01175563;(MillsTIND)132549,,,,,,,0,,,0,9952173658001401,,,917.5 W448y ,,
"Book {Book - Physical} By McManaway, James Gilmer, (Washington : Folger Shakespeare Library, 1948.)",,"Shakespeare, William,--1564-1616--Criticism and interpretation.   Adams, Joseph Quincy,--1881-1946.   English literature--Early modern, 1500-1700--History and criticism. ",,"Joseph Quincy Adams memorial studies / edited by James G. McManaway, Giles E. Dawson [and] Edwin E. Willoughby.",,08/08/2022 20:08:08 ,01/28/2023 22:54:01 ,,,,English,,,,171798;(Mills)RLINCMCG93-B400;(MillsTIND)132009,,,,,,,0,,,0,9952173653401401,,,820.4 J83 1948 ,,
"Book {Book - Physical} (Stanford : Stanford University Press, 1978.)",,China--Social conditions. ,Studies in Chinese society.,Studies in Chinese society / Edited by Arthur P. Wolf.,,08/08/2022 20:05:52 ,01/28/2023 22:49:29 ,,,,English,,,0804710066 ,44609;(Mills)RLINCMCG9968482-B;(MillsTIND)126726,9780804710060 ,,,,,,0,,,0,9952173607101401,,,309.151 S933 ,,
"Book {Book - Physical} By Taylor, Bayard, (New York, AA Knopf, 1949.)",,Voyages to the Pacific coast.   California--Gold discoveries.   California--Description and travel. ,Western Americana ; 1946-50.,"Eldorado; or, Adventures in the path of empire; comprising a voyage to California, via Panama, life in San Francisco and Monterey, pictures of the gold region, and experiences of Mexican travel. With illus. by the author; introd. by Robert Glass Cleland.",,08/08/2022 20:07:40 ,01/28/2023 22:51:50 ,[1st Borzoi ed.],,,English,,,,110063;(Mills)ocm01526762;(MillsTIND)132231,,,,,,,0,,,0,9952173574101401,,,917.94 T238e ,,
"Book {Book - Physical} By Taylor, Frank J. (Los Angeles, San Francisco [etc.] Powell publishing company [c1929])",,California--Description and travel. ,California (Powell Publishing Company),"Land of homes, by Frank J. Taylor.",,08/08/2022 20:07:40 ,01/28/2023 22:54:04 ,,,,English,,,,110068;(Mills)ocm03403075;(MillsTIND)132239,,,,,,,0,,,0,9952173573401401,,,917.94 T241L ,,
"Book {Book - Physical} By Thollander, Earl. (Menlo Park, Calif., Lane Magazine & Book Co [1971])",,"Thollander, Earl.   California--Tours. ",Sunset pictorial.,Back roads of California; sketches and trip notes. Supervising editor: Jack McDowell.,,08/08/2022 20:07:38 ,01/28/2023 22:51:47 ,,,,English,,,037605011X ,110069;(Mills)ocm00148451;(MillsTIND)132242,9780376050113 ,,,,,,0,,,0,9952173573101401,,,917.94 T451b ,,
"Book {Book - Physical} By Kent, Rockwell, (New York, London, GP Putnam's Sons, 1924.)",,"Tierra del Fuego (Argentina and Chile)--Description and travel.   Magallanes (Chile : Province)   Magellan, Strait of (Chile and Argentina) ",,"Voyaging southward from the Strait of Magellan, by Rockwell Kent, with illustrations by the author.",,08/08/2022 20:08:45 ,01/28/2023 22:36:30 ,,,,English,,,,110676;(Mills)ocm01517425;(MillsTIND)133715,,,,,,,0,,,0,9952173565201401,,,918 K37v ,,
"Book {Book - Physical} By Holbrook, Stewart Hall, (New York, Macmillan, 1952.)",,"Northwest, Pacific. ",,"Far corner, a personal view of the Pacific Northwest.",,08/08/2022 20:08:47 ,01/28/2023 22:58:22 ,,,,English,,,,110389;(Mills)ocm08990078;(MillsTIND)133059,,,,,,,0,,,0,9952173560401401,,,917.95 H724f ,,
"Book {Book - Physical} By Hulbert, Archer Butler, ([Colorado Springs] The Stewart commission of Colorado college and Denver [c1935])",,Missions--Oregon.   Indians of North America--Missions.   Indians of North America--Oregon. ,,"The Oregon crusade; across land and sea to Oregon, edited,with bibliographical resume, 1830-1840, by Archer Butler Hulbert and Dorothey Printup Hulbert...",,08/08/2022 20:08:47 ,01/28/2023 22:41:47 ,,,,English,,,,110392;(Mills)ocm01876636;(MillsTIND)133068,,,,,,,0,,,0,9952173559501401,,,917.95 H912o ,,
"Book {Book - Physical} By Federal Writers' Project (San Diego, Calif.) (San Diego : San Diego Historical Society, [c1937])",,San Diego (Calif.) ,American guide series.,San Diego: a California city / prepared by the San Diego Federal Writers' Project.,,08/08/2022 20:08:50 ,01/28/2023 22:41:45 ,,,,English,,,,110371;(Mills)ocm04039271;(MillsTIND)133007,,,,,,,0,,,0,9952173555001401,,,917.9498 F293s ,,
"Book {Book - Physical} By Smith, Genny. (San Francisco, Sierra Club [1962])",,Natural history--California--Owens Valley.   Trails--California--Owens Valley.   Owens Valley (Calif.)--Guidebooks. ,,"Deepest valley; guide to Owens Valley and its mountain lakes, roadsides and trails, by Paul C. Bateman [and others] Edited by Genny Schumacher.",,08/08/2022 16:51:52 ,01/28/2023 22:47:05 ,,,,English,,,,35871;(Mills)RLINCMCG8790493-B;(MillsTIND)105533,,,,,,,0,,,0,9952173409801401,,,917.9487 S648d ,,
"Book {Book - Physical} By King, William, (London, P Allen & Co 1920.)",,"Bentley, Richard,--1662-1742.--Dissertation upon the epistles of Phalaris.   Phalaris,--Tyrant of Agrigentum,--6th cent. B.C.--Epistolae.   Great Britain--Politics and government.  and others",,"A miscellany of the wits: select pieces by William King, John Arbuthnot, and other hands. With an introduction by K. N. Colvile.",,08/08/2022 16:49:48 ,01/28/2023 22:51:48 ,,,,English,,,,96602;(Mills)RLINCMCG89-B4379;(MillsTIND)102360,,,,,,,0,,,0,9952173150501401,,,820.8 K54m ,,
"Book {Book - Physical} By Twelve Southerners. (New York, Harper & Row [1962])",,Southern States--Civilization. ,Harper torchbooks. Academy library ; TB1072.,"I'll take my stand; the South and the agrarian tradition, by twelve southerners.  Introd. by Louis D. Rubin, Jr.  Biographical essays by Virginia Rock.",,08/08/2022 16:49:21 ,01/28/2023 22:58:20 ,,,,English,,,,96239;(Mills)RLINCMCG89-B4016;(MillsTIND)101283,,,,,,,0,,,0,9952172986801401,,,917.5 I29a ,,
"Book {Book - Physical} By Carpenter, Frank G. (Garden City, N.Y. : Doubleday, 1925, c1923.)",,Chile--Description and travel.   Argentina--Description and travel. ,Carpenter's world travels,The tail of the hemisphere: Chile and Argentina / by Frank G. Carpenter ; illustrated with photos.,,08/08/2022 16:49:31 ,01/28/2023 22:47:04 ,,,,English,,,,96385;(Mills)RLINCMCG89-B4163;(MillsTIND)101751,,,,,,,0,,,0,9952172959001401,,,918.3 C295t ,,
"Book {Book - Physical} By Colonial Williamsburg, inc. (Williamsburg [Va.] Printed for Colonial Williamsburg, 1951.)",,"Williamsburg (Va.)--Guidebooks.   Williamsburg (Va.)--Buildings, structures, etc. ",,"The official guidebook of Colonial Williamsburg; containing a brief history of the city and descriptions of more than one hundred dwelling-houses, shops & public buildings. Also a large guide-map.",,08/08/2022 16:48:31 ,01/28/2023 22:41:46 ,,,,English,,,,96104;(Mills)RLINCMCG89-B3880;(MillsTIND)100898,,,,,,,0,,,0,9952172908901401,,,917.55425 C719o1951 ,,
"Book {Book - Physical} By Bowles, Samuel, (Hartford, Ct. : Hartford Pub Co, etc, 1869.)",,Pacific railroads.   Mormons.   Chinese--California.  and others,,"Our new West : records of travel between the Mississippi River and the Pacific Ocean. Over the plains--over the mountains--through the great interior basin--over the Sierra Nevadas--to and up and down the Pacific coast. With details of the wonderful natural scenery, agriculture, mines, business, social life, progress, and prospects ... including a full description of the Pacific railroad; and of the life of the Mormons, Indians, and Chinese. With map, portraits and twelve full page illustrations. / by Samuel Bowles.",,08/08/2022 16:48:52 ,01/28/2023 22:58:20 ,,,,English,,,,96168;(Mills)RLINCMCG89-B3945;(MillsTIND)101098,,,,,,,0,,,0,9952172886301401,,,917.8 B787o ,,
"Book {Book - Physical} By Bruce, Philip Alexander, (Philadelphia, Printed for subscribers only by G Barrie & Sons [c1905])",,Education--Southern States.   Southern States--Description and travel.   Southern States--Economic conditions. ,History of North America ; v. 17,"The rise of the new South, by Philip Alexander Bruce.",,08/08/2022 16:48:54 ,01/28/2023 22:44:15 ,,,,English,,,,96169;(Mills)RLINCMCG89-B3946;(MillsTIND)101101,,,,,,,0,,,0,9952172885801401,,,917.5 B887r ,,
"Book {Book - Physical} By Dale, Harrison Clifford, (Cleveland : Arthur H Clark, 1918.)",,Overland journeys to the Pacific.   Fur trade--West (U.S.)   West (U.S.)--Discovery and exploration. ,,"The Ashley-Smith explorations and the discovery of a central route to the Pacific, 1822-1829 : with the original journals / edited by Harrison Clifford Dale.",,08/08/2022 16:48:53 ,01/28/2023 22:56:07 ,,,,English,,,,96172;(Mills)RLINCMCG89-B3949;(MillsTIND)101108,,,,,,,0,,,0,9952172885301401,,,917.8 D139a ,,
"Book {Book - Physical} By Whitcomb, Selden Lincoln, (New York ; London : Macmillan and co, 1906.)",,"American literature--Outlines, syllabi, etc. ",,Chronological outlines of American literature / by Selden L. Whitcomb. A. M.  ; with an introduction by Brander Matthews.,,08/08/2022 16:47:35 ,01/28/2023 22:49:29 ,,,,English,,,,95269;(Mills)RLINCMCG89-B3055;(MillsTIND)98481,,,,,,,0,,,0,9952172821701401,,,810.2 W581c ,,
"Book {Book - Physical} By Braude, Jacob Morton, (Englewood Cliffs, N.J. : Prentice-Hall, c1964.)",,American wit and humor.   Anecdotes.   Wit and humor. ,,Braude's Treasury of wit and humor / by Jacob M. Braude.,,08/08/2022 16:47:52 ,01/28/2023 22:32:46 ,,,,English,,,0130814482 : ,33767;(Mills)RLINCMCG87-B2261;(MillsTIND)99545,9780130814487 : ,,,,,,0,,,0,9952172815701401,,,817 B825b ,,
"Book {Book - Physical} By Eccleston, Robert, (Berkeley, University of California Press, 1950.)",,Overland journeys to the Pacific. ,Bancroft Library publications ; no. 2,"Overland to California on the Southwestern Trail, 1849; diary of Robert Eccleston. Edited by George P. Hammond and Edward H. Howes.",,08/08/2022 16:48:28 ,01/28/2023 22:47:06 ,,,,English,,,,96045;(Mills)RLINCMCG89-B3820;(MillsTIND)100741,,,,,,,0,,,0,9952172764701401,,,917.8 E17d ,,
"Book {Book - Physical} By Beach, Joseph Warren, (New Haven : Yale University Press, 1918.)",,"James, Henry,--1843-1916. ",,The method of Henry James / by Joseph Warren Beach.,,08/08/2022 16:46:59 ,01/28/2023 22:41:49 ,,,,English,,,,95206;(Mills)RLINCMCG89-B2991;(MillsTIND)98295,,,,,,,0,,,0,9952172744101401,,,813 J27Xb ,,
"Book {Book - Physical} By Spingarn, Joel Elias, (Oxford, Clarendon press, 1908-09.)",,"English literature--Early modern, 1500-1700--History and criticism.   Criticism. ",,Critical essays of the seventeenth century... Ed. by J.E. Spingarn.,,08/08/2022 16:46:59 ,01/28/2023 22:41:48 ,,,,English,,,,33088;(Mills)RLINCMCG87-B1578;(MillsTIND)97597,,,,,,,0,,,0,9952172738701401,,,820.4 S757cv.3 ,,
"Book {Book - Physical} By Dunn, Stephen Porter, ([Berkeley, Calif., Highgate Road Social Science Research Station, 1974])",,Ethnology--Soviet Union. ,,Introduction to Soviet ethnography. Edited by Stephen P. Dunn and Ethel Dunn.,,08/08/2022 20:56:00 ,01/28/2023 22:51:50 ,,,,English,,,,55632;(Mills)ocm00940390;(MillsTIND)148270,,,,,,,0,,,0,9952175535401401,,,309.147 D923i ,,
"Book {Book - Physical} By Armbruster, Frank E. (New Rochelle, N.Y., Arlington House [1972])",,Public opinion--United States.   Social values.   United States--Social conditions--1960-1980. ,,"The forgotten Americans; a survey of values, beliefs, and concerns of the majority, by Frank E. Armbruster. With contributions by Doris Yokelson.",,08/08/2022 20:55:59 ,01/28/2023 22:49:32 ,,,,English,,,0870001779 ,56126;(Mills)ocm00514712;(MillsTIND)149015,9780870001772 ,,,,,,0,,,0,9952175502501401,,,309.173 A727f ,,
"Book {Book - Physical} By Srinivas, Mysore Narasimhachar. (Bombay, New York, Asia Pub House [1962])",,Caste--India.   India--Social conditions. ,,"Caste in modern India, and other essays.",,08/08/2022 20:56:00 ,01/28/2023 22:58:20 ,,,,English,,,,55940;(Mills)ocm05206379;(MillsTIND)148746,,,,,,,0,,,0,9952175360001401,,,309.154 S774c ,,
"Book {Book - Physical} By Hulbert, Archer Butler, (Boston : Little, Brown, 1931.)",,Overland journeys to the Pacific.   California--Gold discoveries. ,,Forty-niners : the chronicle of the California trail / by Archer Butler Hulbert.,,08/08/2022 20:18:28 ,01/28/2023 22:58:20 ,,,,English,,,,115615;(Mills)ocm00945619;(MillsTIND)144384,,,,,,,0,,,0,9952174924401401,,,917.8 H912f ,,
"Book {Book - Physical} By Lewis, Meriwether, (Chicago, A C McClurg & Co, 1902.)",,Lewis and Clark Expedition--(1804-1806)   West (U.S.)--Description and travel.   Missouri River.  and others,,"History of the expedition of Captains Lewis and Clark, 1804-5-6; reprinted from the edition of 1814; with introduction and index by James K. Hosmer.",,08/08/2022 20:18:00 ,01/28/2023 22:36:30 ,,,,English,,,,115685;(Mills)ocm02638526;(MillsTIND)144483,,,,,,,0,,,0,9952174819401401,,,917.8 L675hh ,,
"Book {Book - Physical} By Garcés, Francisco Tomás Hermenegildo, (New York, F P Harper, 1900.)",,Missions--Mexico--Sonora (State)   Missions--Arizona.   Missions--California.  and others,American explorers ; v. 3.,"On the trail of a Spanish pioneer; the diary and itinerary of Francisco Garces (missionary priest) in his travels through Sohora, Arizona, and California, 1775-1776; translated from an official contemporaneous copy of the original Spanish manscript, and ed., with copious critical notes, by Elliott Goues ...",,08/08/2022 20:18:35 ,01/28/2023 22:44:15 ,,,,English,,,,115990;(Mills)ocm01662562;(MillsTIND)145069,,,,,,,0,,,0,9952174762701401,,,917.9 G215o ,,
"Book {Book - Physical} By Chittenden, Hiram Martin, (New York, F P Harper, 1903.)",,"La Barge, Joseph,--1815-1899.   Steam-navigation--Missouri River.   Missouri River. ",American explorers ; v. 4.,History of early steamboat navigation on the Missouri river; life and adventures of Joseph La Barge ... by Hiram Martin Chittenden ...,,08/08/2022 20:17:49 ,01/28/2023 22:51:50 ,,,,English,,,,115316;(Mills)ocm02717159;(MillsTIND)143755,,,,,,,0,,,0,9952174676401401,,,917.78 C543e ,,
"Book {Book - Physical} By Purdy, Helen Throop. (San Francisco, P Elder [c1912])",,San Francisco (Calif.)--Description and travel. ,,"San Francisco, as it was, as it is, and how to see it.",,08/08/2022 20:08:04 ,01/28/2023 22:54:03 ,,,,English,,,,110181;(Mills)ocm07928610;(MillsTIND)132525,,,,,,,0,,,0,9952173660401401,,,917.946 P985s ,,
"Book {Book - Physical} By Irving, Washington, (Boston : Twayne, 1978.)",,"Irving, Washington,--1783-1859--Correspondence.   Authors, American--19th century--Correspondence. ",Works. The complete works of Washington Irving ; v. 23-,"Letters / Washington Irving ; edited by Ralph M. Aderman, Herbert L. Kleinfield, and Jenifer S. Banks.",,08/08/2022 20:05:53 ,01/28/2023 22:59:11 ,,,,English,,,0805785221 ,44612;(Mills)RLINCMCG9969900-B;(MillsTIND)126733,9780805785227 ,,,,,,0,,,0,9952173606401401,,,818 I72AwLa ,,
"Book {Book - Physical} By Poole, Matthew R. (Hoboken, N.J. : Chichester : Frommer's c2009.)",,San Francisco (Calif.)--Guidebooks. ,Frommer's,Frommer's San Francisco free & dirt cheap / by Matthew Richard Poole.,,08/08/2022 21:35:03 ,01/28/2023 22:49:33 ,1st ed.,,,English,,,9780470399057 (pbk.)  and others,(OCoLC)299243889;(Mills)ocn299243889;(MillsTIND)183427,9780470399057 (pbk.)  and others,,,,,,0,,,0,9952179123901401,,,917.946 P822f 2009 ,,
"Book {Book - Physical} By Anzaldúa, Gloria. (San Francisco : Spinsters/Aunt Lute, c1987.)",,"Anzaldúa, Gloria.   Mexican American women--Poetry.   Mexican-American Border Region--Poetry.  and others",,Borderlands : the new mestiza = La frontera / Gloria Anzaldúa.,,08/08/2022 21:31:58 ,01/28/2023 22:58:20 ,1st ed.,,,English,,,0933216254 (pbk.) :  and others,(OCoLC)16644702;(Mills)ocm16644702;(MillsTIND)179214,9780933216259 (pbk.) :  and others,,,,,,0,,,0,9952178468601401,,,818.54 A637b 1983 ,,
"Book {Book - Physical} By Beck, Robert H. (Minneapolis, University of Minnesota Press [1970])",,European federation. ,,"The Changing structure of Europe; economic, social, and political trends [by] Robert H. Beck [and others]",,08/08/2022 21:00:06 ,01/28/2023 22:49:30 ,,,,English,,,0816605661 ,58980;(Mills)ocm00072779;(MillsTIND)153682,9780816605668 ,,,,,,0,,,0,9952176313301401,,,309.14 C456 ,,
"Book {Book - Physical} By Messenger, John C. (New York, Holt, Rinehart, and Winston [1969])",,Human geography--Ireland.   Inishbeg (Ireland)   Ireland--Social life and customs--20th century. ,Case studies in cultural anthropology,"Inis Beag, isle of Ireland, by John C. Messenger.",,08/08/2022 21:00:06 ,01/28/2023 22:32:46 ,,,,English,,,003081250X ,58988;(Mills)ocm00052160;(MillsTIND)153694,9780030812507 ,,,,,,0,,,0,9952176309101401,,,309.1415 M584i ,,
"Book {Book - Physical} By Leyton, Elliott. ([St. John's] : Institute of Social and Economic Research, Memorial University of Newfoundland, c1975.)",,Kinship--Northern Ireland--Aughnacloy.   Social classes--Northern Ireland--Aughnacloy.   Aughnacloy (Northern Ireland)--Social life and customs. ,Newfoundland social and economic studies ; no. 15,The one blood : kinship and class in an Irish village / Elliott Leyton.,,08/08/2022 21:00:06 ,01/28/2023 22:58:20 ,,,,English,,,0919666108 ,58990;(Mills)ocm02017954;(MillsTIND)153698,9780919666108 ,,,,,,0,,,0,9952176308401401,,,309.1416 L685o ,,
