Title,Type / Creator / Imprint,Barcode,Inventory Number,Receiving Number,Library,Library Unit,Temporary Library,Creation Date,Modification Date,Process type,To Library,Expected Arrival Time,At Library,At,On Hold Expiration Date,Due Date,Needed By,Until,Permanent Location,Temporary Location,Call Number,Call Number Type,Accession Number,Temporary Call Number,Temporary Call Number Type,Item call number,Item call number type,Status,RFID Security Status,Due back,Item Policy,Temporary Item Policy,Material Type,Copy ID,Description,Orders,Requests,Peer Reviewed,Item ID,Holdings ID,MMS ID
"On the trail of a Spanish pioneer; the diary and itinerary of Francisco Garces (missionary priest) in his travels through Sohora, Arizona, and California, 1775-1776; translated from an official contemporaneous copy of the original Spanish manscript, and ed., with copious critical notes, by Elliott Goues ...","Book By Garcés, Francisco Tomás Hermenegildo, (New York, F P Harper, 1900.)",33086002264349,,,F.W. Olin Library,,,08/08/2022 20:18:48 ,08/08/2022 20:18:48 ,,,,,,,,,,Non-Fiction,,917.9 G215o,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 1,0,0,,23405846600001401,22405846650001401,9952174762701401
"The day of the cattleman, by Ernest Staples Osgood.","Book By Osgood, Ernest Staples, (Minneapolis, The University of Minnesota Press, 1929.)",33086002261212,,,F.W. Olin Library,,,08/08/2022 20:18:47 ,08/08/2022 20:18:47 ,,,,,,,,,,Non-Fiction,,917.8 O82d,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405847010001401,22405847080001401,9952174922501401
"The state of Missouri; an autobiography. Ed. for the Missouri commission to the Louisiana purchase exposition, by Walter Williams.","Book By Missouri. Commission to the Louisiana Purchase Exposition. ([Columbia, Mo., Press of E W Stephens 1904.)",33086002256832,,,F.W. Olin Library,,,08/08/2022 20:18:45 ,08/08/2022 20:18:45 ,,,,,,,,,,Non-Fiction,,917.78 M678s,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405848590001401,22405848730001401,9952174673901401
Frederic Remington's own West; written and illustrated by Frederic Remington. Edited and with an introd. by Harold McCracken.,"Book By Remington, Frederic, (New York, Dial Press, 1960.)",33086002261428,,,F.W. Olin Library,,,08/08/2022 20:18:43 ,08/08/2022 20:18:43 ,,,,,,,,,,Non-Fiction,,917.8 R388m,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405849470001401,22405849500001401,9952174918201401
"A pioneer of 1850, George Willis Read, 1819-1880; the record of a journey overland from Independence, Missouri, to Hangtown (Placerville), California, in the spring of 1850, with a letter from the diggings in October of the same year and an account of a journey from New York to California, via Panama, in 1862, capture by the Confederate raider Alabama, etc., and a visit to the Nevada silver mining district in 1863, edited by Georgia Willis Read.  Illustrated from old prints.","Book By Read, George Willis, (Boston, Little, Brown, and company, 1927.)",33086002261402,,,F.W. Olin Library,,,08/08/2022 20:18:43 ,08/08/2022 20:18:43 ,,,,,,,,,,Non-Fiction,,917.8 R282p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405849650001401,22405849900001401,9952174918401401
"Grand Canyon of the living Colorado. Photos and a journal by Ernest Braun. Contributions by Colin Fletcher [and others] With excerpts from the narration by David Bower, Jeffrey Ingram, and Martin Litton for the Sierra Club film ""The Grand Canyon"" accompanying the color plates. Edited by Roderick Nash. Foreword by David Brower.","Book By Braun, Ernest. ([San Francisco] Sierra Club [1970])",33086002265395,,,F.W. Olin Library,,,08/08/2022 20:18:42 ,08/08/2022 20:18:42 ,,,,,,,,,,Non-Fiction,,917.913 N252g,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405850030001401,22405850080001401,9952174917001401
"Trail to California; the overland journal of Vincent Geiger and Wakeman Bryarly; edited, with an introduction, by David Morris Potter ...","Book By Geiger, Vincent, (New Haven, London, Yale University Press 1945.)",33086002259356,,,F.W. Olin Library,,,08/08/2022 20:18:42 ,08/08/2022 20:18:42 ,,,,,,,,,,Non-Fiction,,917.8 G312t,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405850280001401,22405850350001401,9952174787501401
"Journal of Rudolph Friedrich Kurz; an account of his experiences among fur traders and American Indians on the Mississippi and the upper Missouri rivers during the years 1846 to 1852; translated by Myrtis Jarrell, edited by J. N. B. Hewitt.","Book By Kurz, Rudolf Friedrich, (Washington, U S Govt print off, 1937.)",33086002256782,,,F.W. Olin Library,,,08/08/2022 20:18:40 ,08/08/2022 20:18:40 ,,,,,,,,,,Non-Fiction,,917.78 K96j,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405851980001401,22405852160001401,9952174675501401
Cultural life in Nashville : on the eve of the Civil War / by F. Garvin Davenport.,"Book By Davenport, F. Garvin (Chapel Hill : University of North Carolina Press, 1941.)",33086002255388,,,F.W. Olin Library,,,08/08/2022 20:18:40 ,08/08/2022 20:18:40 ,,,,,,,,,,Non-Fiction,,917.68 D247c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405852550001401,22405852710001401,9952174672101401
Colorado: a summer trip. By Bayard Taylor.,"Book By Taylor, Bayard, (New York, G P Putnam, and son, 1867.)",33086002262947,,,F.W. Olin Library,,,08/08/2022 20:18:39 ,08/08/2022 20:18:39 ,,,,,,,,,,Non-Fiction,,917.88 T238c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405852910001401,22405853080001401,9952174935101401
"Southwest on the turquoise trail; the first diaries on the road to Santa Fe, edited, with bibliographical resume, 1810-1835, by Archer Butler Hulbert; with maps and illustration.","Book By Hulbert, Archer Butler, ([Colorado Springs] [Denver] The Stewart commission of Colorado college [1933])",33086002260040,,,F.W. Olin Library,,,08/08/2022 20:19:01 ,08/08/2022 20:19:01 ,,,,,,,,,,Non-Fiction,,917.8 H912s,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405857550001401,22405857570001401,9952174924101401
"Overland routes to the gold fields, 1859, from contemporary diaries. Edited by LeRoy R. Hafen.","Book By Hafen, Le Roy Reuben, (Glendale, Calif., The Arthur H Clark company, 1942.)",33086002259570,,,F.W. Olin Library,,,08/08/2022 20:18:59 ,08/08/2022 20:18:59 ,,,,,,,,,,Non-Fiction,,917.8 H138o,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405857890001401,22405857930001401,9952174793501401
Forty-niners : the chronicle of the California trail / by Archer Butler Hulbert.,"Book By Hulbert, Archer Butler, (Boston : Little, Brown, 1931.)",33086002260016,,,F.W. Olin Library,,,08/08/2022 20:18:57 ,08/08/2022 20:18:57 ,,,,,,,,,,Non-Fiction,,917.8 H912f,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405858250001401,22405858480001401,9952174924401401
Forty-niners : the chronicle of the California trail / by Archer Butler Hulbert.,"Book By Hulbert, Archer Butler, (Boston : Little, Brown, 1931.)",33086002260024,,,F.W. Olin Library,,,08/08/2022 20:18:57 ,08/08/2022 20:18:57 ,,,,,,,,,,Non-Fiction,,917.8 H912f,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,2,[copy 2],0,0,,23405858380001401,22405858480001401,9952174924401401
Hell on horses and women; with drawings by Margaret Lefranc.,"Book By Marriott, Alice Lee, (Norman, University of Oklahoma Press [1953])",33086002261113,,,F.W. Olin Library,,,08/08/2022 20:18:51 ,08/08/2022 20:18:51 ,,,,,,,,,,Non-Fiction,,917.8 M359h,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405861440001401,22405861540001401,9952174949501401
Tramping with a poet in the Rockies / by Stephen Graham ; with thirty-eight emblems by Vernon Hill.,"Book By Graham, Stephen, (New York : D Appleton, 1922.)",33086002259547,,,F.W. Olin Library,,,08/08/2022 20:18:50 ,08/08/2022 20:18:50 ,,,,,,,,,,Non-Fiction,,917.8 G742t,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405861530001401,22405861580001401,9952174794101401
"North Dakota, a guide to the northern prairie state.","Book By Federal Writers' Project of the Works Progress Administration for the State of North Dakota. (New York, Oxford University Press, 1950.)",33086002262129,,,F.W. Olin Library,,,08/08/2022 20:18:49 ,08/08/2022 20:18:49 ,,,,,,,,,,Non-Fiction,,917.84 F293n2,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405862110001401,22405862190001401,9952174809101401
Bits of travel at home. By H. H.,"Book By Jackson, Helen Hunt, (Boston, Roberts brothers, 1878.)",33086002260354,,,F.W. Olin Library,,,08/08/2022 20:18:46 ,08/08/2022 20:18:46 ,,,,,,,,,,Non-Fiction,,917.8 J12b,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,2,[copy 2],0,0,,23405863180001401,22405863260001401,9952174946901401
"A journal of the Birmingham emigrating company; the record of a trip from Birmingham, Iowa, to Sacramento, California, in 1850, by Leander V. Loomis:  together with five early itineraries covered in part by this company.  With supplementary data compiled from historical source and notes and photographs taken along the line of travel: edited by Edgar M. Ledyard.","Book By Loomis, Leander Vaness, (Salt Lake City, Utah Legal printing company 1928.)",33086002261071,,,F.W. Olin Library,,,08/08/2022 20:18:41 ,08/08/2022 20:18:41 ,,,,,,,,,,Non-Fiction,,917.8 L863j,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405865280001401,22405865360001401,9952174950201401
"The end of the trail; the far West from New Mexico to British Columbia, by E. Alexander Powell ... with forty-eight full-page illustrations and a map.","Book By Powell, E. Alexander (New York, C Scribner's Sons, 1914.)",33086002264794,,,F.W. Olin Library,,,08/08/2022 20:19:04 ,08/08/2022 20:19:04 ,,,,,,,,,,Non-Fiction,,917.9 P882e,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405866950001401,22405867000001401,9952175049601401
"A Quaker forty-niner, the adventures of Charles Edward Pancoast on the American frontier; edited by Anna Paschall Hannum, with a foreword by John Bach McMaster.","Book By Pancoast, Charles Edward, (Philadelphia, London, University of Pennsylvania Press 1930.)",33086002261279,,,F.W. Olin Library,,,08/08/2022 20:19:01 ,08/08/2022 20:19:01 ,,,,,,,,,,Non-Fiction,,917.8 P188q,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405868990001401,22405869090001401,9952174921401401
"Wah-to-yah and the Taos Trail, by Lewis H. Garrard; edited by Ralph P. Bieber.","Book By Garrard, Lewis Hector, (Glendale, Calif., The Arthur H Clark company, 1938.)",33086002259265,,,F.W. Olin Library,,,08/08/2022 20:18:59 ,08/08/2022 20:18:59 ,,,,,,,,,,Non-Fiction,,917.8 G238wb,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405870020001401,22405870120001401,9952174789901401
Trails through the golden West [by] Robert Frothingham.,"Book By Frothingham, Robert, (New York, R M McBride & company, 1932.)",33086002259240,,,F.W. Olin Library,,,08/08/2022 20:18:55 ,08/08/2022 20:18:55 ,,,,,,,,,,Non-Fiction,,917.8 F941t,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405872810001401,22405872900001401,9952174790401401
"Wagons west: a story of the Oregon trail, by Elizabeth Page.","Book By Page, Elizabeth, (New York, Farrar & Rinehart, inc [c1930])",33086002261238,,,F.W. Olin Library,,,08/08/2022 20:18:52 ,08/08/2022 20:18:52 ,,,,,,,,,,Non-Fiction,,917.8 P132w,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405874380001401,22405874530001401,9952174922001401
"Frank Norris, instinct and art [by] William B. Dillingham.","Book By Dillingham, William B. (Lincoln, University of Nebraska Press [1969])",33086002264356,,,F.W. Olin Library,,,08/08/2022 20:18:50 ,08/08/2022 20:18:50 ,,,,,,,,,,Non-Fiction,,813 N855Xd,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405875590001401,22405875740001401,9952174762401401
Writers in crisis; the American novel: 1925-1940.,"Book By Geismar, Maxwell David, (Boston, Houghton Mifflin Company [1942])",33086002264554,,,F.W. Olin Library,,,08/08/2022 20:19:20 ,08/08/2022 20:19:20 ,,,,,,,,,,Non-Fiction,,813.09 G313w,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405878490001401,22405878550001401,9952174899701401
"The emigrants' guide to Oregon and California / by Lansford W. Hastings ; reproduced in facsimile from the original edition of 1845, with historical note and bibliography by Charles Henry Carey.","Book By Hastings, Lansford Warren, (Princeton : Princeton University Press, 1932.)",33086002264463,,,F.W. Olin Library,,,08/08/2022 20:19:09 ,08/08/2022 20:19:09 ,,,,,,,,,,Non-Fiction,,917.9 H357e,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,2,[copy 2],0,0,,23405883390001401,22405883430001401,9952174901201401
"Tales of a western mountaineer, a record of mountain experiences on the Pacific coast, by C.E. Rusk...","Book By Rusk, C. E. (Boston and New York, Houghton Mifflin company, 1924.)",33086002264851,,,F.W. Olin Library,,,08/08/2022 20:19:08 ,08/08/2022 20:19:08 ,,,,,,,,,,Non-Fiction,,917.9 R956t,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405884060001401,22405884080001401,9952175048701401
"The Colorado River, yesterday, to-day and to-morrow, by Lewis R. Freeman.","Book By Freeman, Lewis R. (New York, Dodd, Mead and company, 1923.)",33086002264257,,,F.W. Olin Library,,,08/08/2022 20:19:08 ,08/08/2022 20:19:08 ,,,,,,,,,,Non-Fiction,,917.9 F855c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405884300001401,22405884380001401,9952174764801401
Journey down a rainbow [by] J.B. Priestley [and] Jacquetta Hawkes.,"Book By Priestley, J. B. (New York, Harper [c1955])",33086002264810,,,F.W. Olin Library,,,08/08/2022 20:19:05 ,08/08/2022 20:19:05 ,,,,,,,,,,Non-Fiction,,917.9 P949j,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405885940001401,22405886060001401,9952175049301401
"Central route to the Pacific. With related material on railroad explorations and Indian affairs by Edward F. Beale, Thomas H. Benton, Kit Carson, and E. A. Hitchcock, and in other documents, 1853-54. Edited with an introd. and notes by LeRoy R. Hafen and Ann W. Hafen.","Book By Heap, Gwinn Harris. (Glendale, Calif., Arthur H Clark Co, 1957.)",33086002259687,,,F.W. Olin Library,,,08/08/2022 20:19:23 ,08/08/2022 20:19:23 ,,,,,,,,,,Non-Fiction,,917.8 H434ch,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405888940001401,22405889080001401,9952174792301401
"High border country, by Eric Thane [pseud.]","Book By Thane, Eric, (New York, Duell, Sloan and Pearce [1942])",33086002259737,,,F.W. Olin Library,,,08/08/2022 20:19:20 ,08/08/2022 20:19:20 ,,,,,,,,,,Non-Fiction,,917.8 H523h,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405890870001401,22405891050001401,9952174927601401
"To the Rockies and Oregon, 1839-1842; with diaries and accounts by Sidney Smith, Amos Cook, Joseph Holman, E. Willard Smith, Francis Fletcher, Joseph Williams, Obadiah Oakley, Robert Shortess [and] T. J. Farnham. Edited, and with analytical notes, by Le Roy R. Hafen and Ann W. Hafen.","Book By Hafen, Le Roy Reuben, (Glendale, Calif., A H Clark Co, 1955.)",33086002259612,,,F.W. Olin Library,,,08/08/2022 20:19:16 ,08/08/2022 20:19:16 ,,,,,,,,,,Non-Fiction,,917.8 H138t,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405892970001401,22405893030001401,9952174792901401
"Crossing the plains, day of '57; a narrative of early emigrant travel to California by the ox-team method, by Wm. Audley Maxwell.","Book By Maxwell, Wm. Audley ([San Francisco, Sunset publishing house, 1915])",33086002264612,,,F.W. Olin Library,,,08/08/2022 20:19:30 ,08/08/2022 20:19:30 ,,,,,,,,,,Non-Fiction,,917.9 M465c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405904120001401,22405904170001401,9952174898601401
"California coast trails; a horseback ride from Mexico to Oregon, by J. Smeaton Chase, with illustrations from photographs by the author.","Book By Chase, J. Smeaton (Boston and New York, Houghton Mifflin company, 1913.)",33086002270635,,,F.W. Olin Library,,,08/08/2022 20:19:29 ,08/08/2022 20:19:29 ,,,,,,,,,,Non-Fiction,,917.94 C487c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405904620001401,22405904640001401,9952174856401401
"Gold in them hills; the story of the West's last wild mining days, by C. B. Glasscock ...","Book By Glasscock, Carl B. (Indianapolis, The Bobbs-Merrill company [c1932])",33086002265775,,,F.W. Olin Library,,,08/08/2022 20:19:26 ,08/08/2022 20:19:26 ,,,,,,,,,,Non-Fiction,,917.93 G549g,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405906020001401,22405906100001401,9952174860601401
"Pioneer notes from the diaries of Judge Benjamin Hayes, 1849-1875.","Book By Hayes, Benjamin, (Los Angeles, Priv print, 1929.)",33086002271849,,,F.W. Olin Library,,,08/08/2022 20:19:53 ,08/08/2022 20:19:53 ,,,,,,,,,,Non-Fiction,,917.94 H417p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405906140001401,22405906190001401,9952175139301401
The thousand mile summer in desert and high sierra. With photos. by the author.,"Book By Fletcher, Colin. (Berkeley, Calif., Howell-North Books, 1964.)",33086002271542,,,F.W. Olin Library,,,08/08/2022 20:19:52 ,08/08/2022 20:19:52 ,,,,,,,,,,Non-Fiction,,917.94 F612t,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405906410001401,22405906470001401,9952175014301401
"In the heart of the Sierras; the Yo Semite valley, both historical and descriptive: and scenes by the way.  Big tree groves ... and other objects of intest; with tables of distances and altitudes, maps, etc. ... By J. M. Hutchings.","Book By Hutchings, J. M. (Yo Semite valley, Oakland, Cal., Pub at the Old Cabin 1886.)",33086002272003,,,F.W. Olin Library,,,08/08/2022 20:19:51 ,08/08/2022 20:19:51 ,,,,,,,,,,Non-Fiction,,917.94 H973i,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,c. 1,0,0,,23405906760001401,22405906800001401,9952175130201401
A source book in theatrical history = Sources of theatrical history / by A. M. Nagler.,"Book By Nagler, A. M. (New York : Dover Publications, 1959, c1952.)",33086003173432,,,F.W. Olin Library,,,08/08/2022 20:19:48 ,08/08/2022 20:19:48 ,,,,,,,,,,Non-Fiction,,792 N149s 1959,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405907900001401,22405907920001401,9952174997301401
"California, an intimate guide, by Aubrey Drury.","Book By Drury, Aubrey, (New York and London, Harper & brothers, 1935.)",33086002271013,,,F.W. Olin Library,,,08/08/2022 20:19:55 ,08/08/2022 20:19:55 ,,,,,,,,,,Non-Fiction,,917.94 D796c2,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405917180001401,22405917220001401,9952174989501401
"California gold camps : a geographical and historical dictionary of camps, towns, and localities where gold was found and mined, wayside stations and trading centers / Erwin G. Gudde ; edited by Elisabeth K. Gudde.","Book By Gudde, Erwin Gustav, (Berkeley : University of California Press, c1975.)",33086002271682,,,F.W. Olin Library,,,08/08/2022 20:19:52 ,08/08/2022 20:19:52 ,,,,,,,,,,Non-Fiction,,917.94 G922c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405919280001401,22405919470001401,9952175035201401
"Mining camps, a study in American frontier government; introd. by Joseph Henry Jackson.","Book By Shinn, Charles Howard, (New York, A A Knopf, 1948.)",33086002272474,,,F.W. Olin Library,,,08/08/2022 20:19:51 ,08/08/2022 20:19:51 ,,,,,,,,,,Non-Fiction,,917.94 S556m,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405920230001401,22405920270001401,9952175132601401
The southern sierras of California by Charles Francis Saunders...illustrated from photographs by the author,"Book By Saunders, Charles Francis, (Boston and New York Houghton Mifflin company 1923)",33086002272466,,,F.W. Olin Library,,,08/08/2022 20:19:51 ,08/08/2022 20:19:51 ,,,,,,,,,,Non-Fiction,,917.94 S257s,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405920720001401,22405920750001401,9952175133001401
"A little book of California missions, by Charles Francis Saunders.","Book By Saunders, Charles Francis, (New York, R M McBride & company, 1925.)",33086002272458,,,F.W. Olin Library,,,08/08/2022 20:19:50 ,08/08/2022 20:19:50 ,,,,,,,,,,Non-Fiction,,917.94 S257L,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405921110001401,22405921130001401,9952175133601401
"The famous missions of California, by William Henry Hudson ...  With sketches in color by W. H. Bull, and many other illustrations.","Book By Hudson, William Henry, (New York, Dodge publishing company [c1901])",33086002271930,,,F.W. Olin Library,,,08/08/2022 20:20:15 ,08/08/2022 20:20:15 ,,,,,,,,,,Non-Fiction,,917.94 H886f,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405926690001401,22405926740001401,9952175133201401
"California the wonderful: her romantic history, her picturesque people, her wild shores, her desert mystery, her valley loveliness, her mountain glory, including her varied resources, her commercial greatness, her intellectual achievements, her expanding hopes; with glimpses of Oregon and Washington, her northern neighbors. By Edwin Markham.","Book By Markham, Edwin, (New York, Hearst's international library co [1914])",33086002272276,,,F.W. Olin Library,,,08/08/2022 20:20:06 ,08/08/2022 20:20:06 ,,,,,,,,,,Non-Fiction,,917.94 M345c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405930650001401,22405930720001401,9952174998201401
"A pioneer at Sutter's fort, 1846-1850; the adventures of Heinrich Lienhard. Translated, edited, and annotated by Marguerite Eyer Wilbur from the original German manuscript.","Book By Lienhard, Heinrich, (Los Angeles, The Calafia society, 1941.)",33086002272227,,,F.W. Olin Library,,,08/08/2022 20:20:01 ,08/08/2022 20:20:01 ,,,,,,,,,,Non-Fiction,,917.94 L719p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405932270001401,22405932350001401,9952174998901401
High Sierra country.,"Book By Lewis, Oscar, (New York, Duell, Sloan and Pearce [1955])",33086002272219,,,F.W. Olin Library,,,08/08/2022 20:19:59 ,08/08/2022 20:19:59 ,,,,,,,,,,Non-Fiction,,917.94 L675h,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405933160001401,22405933210001401,9952174999201401
Tales of California from the history and folklore of the Far West [by] Hector Lee. Illustrated by Sam Sirdofsky.,"Book By Lee, Hector, ([Santa Rosa, Calif., Printed by Letter Shop Press distributed by Utah State University Press, Logan, 1974])",33086002272193,,,F.W. Olin Library,,,08/08/2022 20:19:56 ,08/08/2022 20:19:56 ,,,,,,,,,,Non-Fiction,,917.94 L478t,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405934330001401,22405934430001401,9952174999601401
"Rider's California; a guide-book for travelers, with 28 maps and plans, compiled under the general editorship of Fremont Rider, by Frederic Taber Cooper, A. M., PH. D.","Book By Rider, Fremont, (New York, London, The Macmillan company 1925.)",33086002272417,,,F.W. Olin Library,,,08/08/2022 20:20:14 ,08/08/2022 20:20:14 ,,,,,,,,,,Non-Fiction,,917.94 R544c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405937110001401,22405937190001401,9952175135801401
"Historic spots in California: the southern counties, by Hero Eugene Rensch and Ethel Grace Rensch; with an introduction by Robert Glass Cleland ...","Book By Rensch, Hero Eugene, (Stanford University, Calif., London, Stanford University Press 1932.)",33086002272383,,,F.W. Olin Library,,,08/08/2022 20:20:10 ,08/08/2022 20:20:10 ,,,,,,,,,,Non-Fiction,,917.94 R421h,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405938960001401,22405939080001401,9952175137201401
The diary of Philip Leget Edwards; the great cattle drive from California to Oregon in 1837.,"Book By Edwards, Philip Leget, (San Francisco, Grabhorn Press, 1932.)",33086002271120,,,F.W. Olin Library,,,08/08/2022 20:20:08 ,08/08/2022 20:20:08 ,,,,,,,,,,Non-Fiction,,917.94 E26d,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405939820001401,22405939870001401,9952174987001401
"Romantic California, by Ernest Peixotto; illustrations by the author.","Book By Peixotto, Ernest C., (New York, C Scribner's sons, 1910.)",33086002272367,,,F.W. Olin Library,,,08/08/2022 20:20:07 ,08/08/2022 20:20:07 ,,,,,,,,,,Non-Fiction,,917.94 P379r,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405940230001401,22405940270001401,9952175138201401
"A Navy surgeon in California, 1846-1847; the journal of Marius Duvall. Edited by Fred Blackburn Rogers.","Book By Duvall, Marius, (San Francisco, J Howell, 1957.)",33086002271104,,,F.W. Olin Library,,,08/08/2022 20:20:05 ,08/08/2022 20:20:05 ,,,,,,,,,,Non-Fiction,,917.94 D983n,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405941340001401,22405941400001401,9952174987601401
"Outdoor heritage, by Harold Child Bryant ...","Book By Bryant, H. C. (Los Angeles, San Francisco [etc.] Powell publishing company [c1929])",33086002270528,,,F.W. Olin Library,,,08/08/2022 20:20:01 ,08/08/2022 20:20:01 ,,,,,,,,,,Non-Fiction,,917.94 B915o,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405943950001401,22405944120001401,9952175002501401
The history of the theater / by Hannelore Marek; Illus. by Peter Spier.,"Book By Marek, Hannelore. (New York : Odyssey Press, c1964.)",33086003173796,,,F.W. Olin Library,,,08/08/2022 20:20:22 ,08/08/2022 20:20:22 ,,,,,,,,,,Non-Fiction,,792.09 M323h 1964,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405964800001401,22405964860001401,9952175009001401
"A golden highway; scenes of history's greatest gold rush yesterday and today, by C.B. Glasscock...","Book By Glasscock, Carl B. (Indianapolis, The Bobbs-Merrill company [c1934])",33086002271609,,,F.W. Olin Library,,,08/08/2022 20:20:19 ,08/08/2022 20:20:19 ,,,,,,,,,,Non-Fiction,,917.94 G549g,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405965480001401,22405965570001401,9952175011901401
The hidden frontier; ecology and ethnicity in an Alpine valley [by] John W. Cole [and] Eric R. Wolf.,"Book By Cole, John W., ([New York] Academic Press, [1974])",33086000662106,,,F.W. Olin Library,,,08/08/2022 20:21:14 ,08/08/2022 20:21:14 ,,,,,,,,,,Non-Fiction,,309.1453 C689h,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405977970001401,22405978020001401,9952175218601401
"Pont-de-Montvert; social structure and politics in a French village, 1700-1914 [by] Patrice L.-R. Higonnet.","Book By Higonnet, Patrice L. R. (Cambridge, Mass., Harvard University Press, 1971.)",33086000662064,,,F.W. Olin Library,,,08/08/2022 20:21:08 ,08/08/2022 20:21:08 ,,,,,,,,,,Non-Fiction,,309.1448 H638p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23405979200001401,22405979240001401,9952175219101401
